Kanal 1 Theta;Kanal 2 Theta;Kanal 1 Alpha;Kanal 2 Alpha;Kanal 1 Lo-Beta;Kanal 2 Lo-Beta;Kanal 1 Beta;Kanal 2 Beta;Ratio Theta Kanal 1 zu 2;Ratio Alpha Kanal 1 zu 2;Ratio Lo-Beta Kanal 1 zu 2;Ratio Beta Kanal 1 zu 2
5,054688;3,171875;5,515625;0,945313;3,609375;0,484375;2,09375;0,320313;1,398438;4,359375;5,78125;7,867188
4,085938;12,71875;7,132813;0,546875;3,171875;0,492188;1,46875;0,265625;1,34375;4,414063;5,851563;7,796875
5,710938;6,109375;8,703125;1,054688;4,3125;0,414063;2,515625;0,1875;1,335938;4,492188;5,867188;7,882813
3,34375;3,257813;5,226563;1,125;1,820313;0,421875;2,382813;0,304688;1,328125;4,492188;5,820313;7,851563
3,390625;1,710938;4,257813;0,890625;2,960938;0,5625;2,40625;0,25;1,335938;4,5;5,882813;7,960938
5,617188;3,992188;8,84375;0,726563;2,171875;0,390625;2,757813;0,28125;1,335938;4,578125;5,84375;7,9375
3,65625;2,835938;9,429688;0,9375;2,804688;0,5;2,398438;0,382813;1,335938;4,640625;5,8125;7,898438
4,898438;2,539063;6,3125;1,015625;3,796875;0,445313;0,78125;0,34375;1,34375;4,679688;5,90625;7,804688
4,3125;2,078125;6,101563;0,6875;1,851563;0,507813;1,90625;0,359375;1,359375;5,617188;7,179688;10,046875
6,8125;2,820313;6,882813;1,226563;2,890625;0,390625;2,34375;0,289063;1,367188;5,671875;7,140625;10,171875
5,3125;2,914063;5,539063;0,804688;2,796875;0,40625;2,671875;0,242188;1,460938;6,226563;7,617188;10,585938
4,257813;3,359375;4,320313;0,585938;2,015625;0,507813;1,914063;0,320313;1,46875;6,25;7,570313;10,6875
4,085938;4,101563;5,289063;0,703125;2,132813;0,335938;2,007813;0,351563;1,4375;6,242188;7,570313;10,46875
4,742188;3;4,140625;0,65625;2,601563;0,421875;3,765625;0,203125;1,421875;6,15625;7,460938;10,570313
2,835938;3,242188;7,367188;0,8125;1,703125;0,460938;2,226563;0,234375;1,40625;6,09375;7,320313;10,359375
3,445313;3,242188;5,945313;1,007813;2,78125;0,398438;1,875;0,210938;1,398438;6,125;7,359375;10,359375
5,179688;2,367188;5,835938;0,875;1,867188;0,578125;1,46875;0,367188;1,398438;6,164063;7,359375;10,335938
6,914063;3,234375;10,15625;0,90625;2,0625;0,484375;2,101563;0,28125;1,40625;6,257813;7,34375;10,335938
4,015625;3,804688;3,53125;1,109375;2,9375;0,359375;2,367188;0,367188;1,398438;6,265625;7,375;10,382813
4,070313;2,585938;6,78125;0,523438;2,054688;0,492188;2,195313;0,34375;1,390625;6,3125;7,34375;10,4375
6,484375;2,125;7,960938;0,882813;2,109375;0,367188;2,914063;0,234375;1,40625;6,429688;7,34375;10,484375
2,226563;2,03125;6,445313;0,75;2,625;0,46875;2,671875;0,296875;1,382813;6,460938;7,234375;10,53125
4,601563;2,976563;4,085938;0,648438;1,851563;0,4375;1,648438;0,3125;1,390625;6,4375;7,257813;10,53125
4,234375;2,046875;3,867188;0,804688;1,367188;0,492188;1,71875;0,242188;1,390625;6,359375;7,03125;10,164063
6,1875;2,046875;8,375;0,882813;4,390625;0,320313;3,976563;0,28125;1,421875;6,40625;7,03125;10,1875
4,289063;2,179688;5,703125;0,75;2,796875;0,507813;2,695313;0,304688;1,4375;6,4375;7,03125;10,1875
3,554688;1,835938;4,015625;1,164063;2,117188;0,335938;1,78125;0,289063;1,445313;6,3125;7,078125;10,070313
6,257813;3,296875;6,453125;0,804688;2,914063;0,546875;2,28125;0,203125;1,453125;6,34375;6,976563;10,023438
7,140625;1,242188;7,835938;0,382813;2,460938;0,414063;3,390625;0,234375;1,460938;6,484375;7;10,070313
4,867188;2,367188;6,765625;1,132813;3,460938;0,4375;2,390625;0,40625;1,476563;6,507813;7,03125;9,828125
5,773438;2,3125;5,570313;0,773438;1,78125;0,40625;1,328125;0,265625;1,484375;6,5;7,015625;10,046875
4,945313;4,390625;8,273438;1,039063;3,007813;0,4375;2,6875;0,273438;1,46875;6,515625;6,976563;9,804688
3,804688;4,34375;4,984375;0,796875;2,625;0,398438;2,484375;0,351563;1,453125;6,476563;7,015625;9,828125
4,226563;4,078125;6,210938;0,632813;3,3125;0,460938;2,648438;0,320313;1,382813;6,351563;6,851563;9,804688
6,875;2,171875;6,921875;0,71875;1,648438;0,375;2,789063;0,195313;1,375;6,265625;6,515625;9,046875
5,953125;3,8125;6,046875;0,945313;2,164063;0,765625;2,023438;0,359375;1,367188;6,226563;6,304688;8,632813
4,6875;0,882813;8,328125;0,117188;2,203125;0,125;1,664063;0,03125;1,367188;6,40625;6,34375;8,648438
3,59375;0,023438;6,789063;0;2,453125;0;1,84375;0;1,375;6,484375;6,4375;8,742188
4,898438;0,203125;9,273438;0,328125;1,546875;0,320313;2,726563;0,257813;1,453125;6,601563;6,40625;8,664063
2,585938;0,328125;5,476563;0,515625;3,164063;0,765625;2,507813;0,617188;1,460938;6,65625;6,40625;8,664063
3,992188;0,304688;5,015625;0,65625;1,90625;0,617188;1,914063;0,304688;1,507813;7;6,460938;8,867188
5,1875;0,46875;7,859375;0,882813;2,101563;0,773438;1,4375;0,296875;1,640625;7,148438;6,351563;8,789063
3,796875;0,304688;5,625;0,710938;1,84375;0,710938;2,007813;0,40625;1,71875;7,273438;6,304688;8,757813
4,09375;0,515625;8,5;0,695313;2,476563;0,601563;1,835938;0,3125;1,757813;7,4375;6,304688;8,703125
3,851563;0,4375;5,890625;0,640625;2,484375;0,640625;2,203125;0,304688;1,796875;7,5625;6,320313;8,734375
5,859375;0,351563;12,828125;0,828125;2,210938;0,65625;2,359375;0,5625;1,742188;7,53125;5,773438;8,078125
7,9375;0,609375;5,625;0,554688;2,734375;0,609375;2,945313;0,273438;1,78125;7,4375;5,382813;7,734375
8,289063;0,671875;7,78125;0,609375;1,4375;0,65625;2,179688;0,335938;1,835938;7,601563;5,328125;7,65625
4;0,414063;9,476563;0,585938;2,632813;0,632813;2,5;0,4375;1,875;7,789063;5,3125;7,65625
5;0,492188;4,023438;0,796875;3,265625;0,75;1,609375;0,25;1,90625;7,84375;5,359375;7,601563
2,453125;0,40625;5,75;0,703125;2,351563;0,664063;2,054688;0,390625;1,914063;7,898438;5,273438;7,578125
5,609375;0,34375;6,3125;0,65625;2,390625;0,578125;2,53125;0,585938;1,976563;7,96875;5,257813;7,382813
3,585938;0,5;6,023438;0,648438;1,695313;0,617188;2,851563;0,320313;2,015625;8,164063;5,125;7,429688
6,75;0,570313;8,070313;0,640625;1,984375;0,742188;3,039063;0,5;2,078125;8,234375;5,140625;7,53125
4,546875;0,554688;6,21875;0,796875;2,523438;0,53125;2,929688;0,34375;2,101563;8,367188;5,046875;7,53125
5,039063;0,460938;4,976563;0,617188;1,625;0,625;2,15625;0,375;2,140625;8,460938;5,0625;7,34375
3,859375;0,421875;5,421875;0,664063;2,335938;0,570313;2,328125;0,296875;2,171875;8,5;5,03125;7,375
3,710938;0,546875;5,671875;0,710938;3,421875;0,6875;2,210938;0,335938;2,179688;8,640625;4,96875;7,320313
4,34375;0,367188;5,421875;0,679688;1,882813;0,539063;1,835938;0,320313;2,226563;8,625;4,9375;7,320313
6,765625;0,679688;7,929688;0,710938;3,007813;0,6875;1,929688;0,390625;2,28125;8,773438;4,84375;7,320313
6,703125;0,742188;3,84375;0,539063;2,671875;0,515625;1,578125;0,34375;2,53125;8,703125;4,8125;7,296875
6,015625;0,765625;6,890625;0,742188;1,921875;0,617188;1,914063;0,539063;2,6875;8,671875;4,75;7,09375
5,070313;0,59375;10,351563;0,8125;2,335938;0,71875;2,46875;0,335938;2,765625;8,859375;4,695313;7,09375
4,726563;0,476563;3,9375;0,507813;1,4375;0,578125;2,15625;0,460938;2,8125;8,953125;4,632813;7,09375
4,03125;0,6875;7,429688;0,875;3,429688;0,679688;3,140625;0,46875;2,890625;8,835938;4,609375;6,945313
5,515625;0,554688;5,703125;0,742188;2,632813;0,609375;2,859375;0,601563;2,984375;8,84375;4,609375;6,96875
4,0625;0,398438;6,882813;0,796875;2,59375;0,679688;1,148438;0,320313;3,03125;8,835938;4,546875;6,96875
4,804688;0,742188;5,570313;0,757813;3,617188;0,570313;2,546875;0,492188;3,078125;8,84375;4,609375;6,859375
3,5;0,5;5,835938;0,632813;2,085938;0,59375;2,351563;0,445313;3,132813;8,929688;4,523438;6,859375
5,460938;0,625;5,398438;0,78125;2,640625;0,78125;1,867188;0,375;3,210938;9,007813;4,445313;6,8125
6,515625;0,585938;6,390625;0,578125;2,859375;0,539063;3,515625;0,414063;3,335938;9,0625;4,476563;6,90625
3,609375;0,507813;7,546875;0,851563;1,804688;0,664063;2,125;0,34375;3,460938;9,015625;4,476563;6,90625
3,148438;0,375;6,78125;0,726563;1,84375;0,65625;1,539063;0,25;3,53125;9,085938;4,398438;6,8125
3,421875;0,546875;5,398438;0,65625;2,21875;0,679688;1,9375;0,21875;3,695313;9,03125;4,414063;6,789063
5,40625;0,507813;8,640625;0,695313;3,070313;0,835938;2,367188;0,5;3,859375;9,203125;4,375;6,65625
5,625;0,375;6,96875;0,65625;1,765625;0,578125;1,84375;0,304688;3,960938;9,320313;4,359375;6,679688
4,0625;0,523438;4,648438;0,546875;2,960938;0,789063;2,609375;0,414063;4,085938;9,210938;4,3125;6,679688
4,867188;0,546875;4,734375;0,65625;2,007813;0,765625;3,054688;0,429688;4,265625;9,3125;4,226563;6,703125
5,398438;0,664063;5,585938;0,703125;1,539063;0,617188;2,484375;0,390625;4,46875;9,289063;4,21875;6,75
4,710938;0,414063;9,179688;0,820313;4,007813;0,570313;3,132813;0,414063;4,53125;9,3125;4,210938;6,59375
6,320313;0,460938;9,085938;0,640625;2,617188;0,59375;2,304688;0,398438;4,75;9,367188;4,210938;6,570313
5,59375;0,679688;5,9375;0,757813;1,757813;0,601563;2,773438;0,398438;4,9375;9,421875;4,210938;6,640625
4,882813;0,53125;8,382813;0,460938;2,71875;0,601563;2,007813;0,4375;5,054688;9,632813;4,179688;6,5
4,140625;0,414063;7,0625;0,773438;1,882813;0,671875;2,039063;0,34375;5,195313;9,609375;4,140625;6,429688
3,5;0,453125;5,328125;0,5625;1,890625;0,632813;1,578125;0,273438;5,351563;9,695313;4,039063;6,367188
4,71875;0,554688;3,203125;0,625;2,734375;0,617188;1,570313;0,335938;5,453125;9,789063;4,0625;6,34375
4,882813;0,625;6,851563;0,789063;2,273438;0,695313;2,328125;0,390625;5,757813;9,820313;4;6,34375
3,9375;0,4375;6,90625;0,78125;2,140625;0,617188;2,070313;0,421875;5,820313;9,695313;4;6,296875
5,671875;0,546875;15,867188;0,671875;4,585938;0,625;2,632813;0,460938;5,960938;10,007813;4,007813;6,148438
5,0625;0,632813;7,3125;0,648438;2,414063;0,796875;2,21875;0,46875;6,203125;10,054688;3,984375;6,210938
3,703125;0,484375;6,695313;0,5;2,117188;0,59375;2,898438;0,625;6,757813;10,148438;3,90625;6,0625
6,203125;0,429688;5,804688;0,601563;3,554688;0,679688;1,640625;0,296875;7,46875;10,273438;3,921875;6,039063
3,375;0,492188;5,554688;0,6875;2,054688;0,632813;2,070313;0,390625;8,125;10,148438;3,835938;6,015625
5,578125;0,476563;3,960938;0,640625;2,375;0,632813;1,898438;0,453125;8,554688;10,070313;3,859375;5,976563
7,90625;0,679688;8,257813;0,898438;3,4375;0,859375;1,765625;0,4375;9,390625;10,117188;3,851563;5,835938
3,507813;0,375;7,007813;0,640625;2,632813;0,617188;1,75;0,289063;9,65625;10,101563;3,851563;5,835938
4,078125;0,484375;5,101563;0,484375;3,5625;0,59375;2,15625;0,515625;9,6875;9,953125;3,789063;5,734375
3,070313;0,273438;4,085938;0,671875;2,328125;0,59375;2,023438;0,414063;9,445313;9,710938;3,804688;5,601563
2,710938;0,5;6,8125;0,640625;2,476563;0,742188;1,164063;0,390625;9,460938;9,742188;3,804688;5,65625
4,179688;0,4375;6,742188;0,625;2,390625;0,601563;1,546875;0,382813;9,460938;9,765625;3,8125;5,632813
3,679688;0,53125;6,039063;0,75;3,078125;0,75;1,507813;0,632813;9,398438;9,742188;3,828125;5,507813
3,171875;0,367188;7,078125;0,671875;2;0,640625;2,304688;0,273438;9,242188;9,78125;3,835938;5,523438
4,71875;0,5625;3,945313;0,492188;2,28125;0,609375;2,132813;0,296875;9,265625;9,671875;3,828125;5,546875
3,625;0,414063;6,4375;0,539063;2,9375;0,664063;2,226563;0,5625;9,25;9,6875;3,851563;5,5625
6,625;0,53125;10,515625;0,617188;2,109375;0,789063;2,53125;0,546875;9,265625;9,75;3,796875;5,546875
4,054688;0,429688;6,015625;0,734375;2,875;0,71875;1,84375;0,296875;9,179688;9,765625;3,796875;5,523438
10,796875;0,429688;11,28125;0,671875;2,578125;0,757813;3,601563;0,460938;9,382813;9,710938;3,828125;5,460938
4,117188;0,828125;9,328125;0,734375;1,75;0,78125;2,398438;0,34375;9,242188;9,710938;3,804688;5,5625
2,78125;0,640625;9,234375;0,929688;2,179688;0,601563;2,695313;0,492188;9,179688;9,835938;3,78125;5,5
5,1875;0,578125;9,765625;0,695313;2,40625;0,796875;2,578125;0,789063;9,132813;9,9375;3,773438;5,429688
5,382813;0,539063;2,914063;0,4375;2,734375;0,640625;1,859375;0,210938;9,117188;9,84375;3,78125;5,5
6,546875;0,453125;1,78125;0,515625;2,375;0,507813;1,851563;0,273438;9,203125;9,867188;3,796875;5,476563
41,453125;2,945313;26,375;3,25;18,445313;2,6875;21,8125;2,375;9,5625;9,65625;4,03125;5,75
6,398438;0,617188;7,929688;0,828125;6,5625;0,742188;7,09375;0,296875;9,648438;9,695313;4,132813;5,945313
5,460938;0,6875;4,960938;0,609375;3,09375;0,710938;2,46875;0,367188;9,515625;9,695313;4,117188;5,960938
3,921875;0,367188;4,4375;0,539063;2,828125;0,796875;1,898438;0,296875;9,515625;9,679688;4,140625;5,945313
3,632813;0,5;5,15625;0,578125;2,078125;0,773438;1,640625;0,34375;9,648438;9,773438;4,109375;5,921875
6,289063;0,734375;7,734375;0,671875;2,515625;0,59375;3,085938;0,460938;9,570313;9,828125;4,117188;5,960938
6,101563;0,460938;3,867188;0,585938;3,328125;0,742188;2,007813;0,351563;9,554688;9,734375;4,132813;5,976563
4,945313;0,609375;4,09375;0,484375;1,796875;0,632813;2,695313;0,515625;9,53125;9,734375;4,0625;6,015625
6,101563;0,34375;8,484375;0,640625;3,507813;0,742188;4,773438;0,46875;9,664063;9,765625;4,09375;6,125
6,203125;0,414063;4,148438;0,515625;3,015625;0,757813;4,484375;0,570313;9,84375;9,765625;4,109375;6,210938
4,625;0,539063;4,164063;0,484375;2,859375;0,617188;3,265625;0,414063;9,828125;9,742188;4,148438;6,132813
3,789063;0,539063;3,15625;0,515625;2,695313;0,679688;2,148438;0,492188;9,828125;9,757813;4,132813;6,210938
4,015625;0,453125;4,1875;0,5;2,351563;0,710938;2,414063;0,382813;9,78125;9,71875;4,132813;6,195313
3,648438;0,335938;3,210938;0,515625;2,515625;0,601563;1,5625;0,296875;9,773438;9,75;4,117188;6,210938
2,296875;0,46875;2,742188;0,609375;2,515625;0,671875;1,734375;0,507813;9,851563;9,664063;4,09375;6,171875
4,398438;0,296875;1,710938;0,5625;2,796875;0,671875;2,140625;0,304688;9,867188;9,554688;4,0625;6,15625
10,789063;0,617188;3,945313;0,578125;3,632813;0,632813;2,851563;0,328125;10,023438;9,640625;4,132813;6,195313
5,96875;0,664063;4,789063;0,648438;1,71875;0,71875;1,6875;0,335938;10;9,59375;4,0625;6,25
4,726563;0,828125;3,4375;0,648438;2,523438;0,75;1,789063;0,34375;9,882813;9,492188;4,070313;6,234375
4,476563;0,632813;3,265625;0,578125;2,140625;0,671875;1,976563;0,453125;9,921875;9,507813;4,070313;6,140625
4,007813;0,46875;2,351563;0,554688;2,234375;0,59375;1,414063;0,34375;9,953125;9,453125;4,085938;6,125
4,773438;0,484375;10,273438;0,757813;2,34375;0,601563;2,046875;0,421875;9,9375;9,476563;4,109375;6,101563
5,484375;0,375;4,4375;0,585938;2,90625;0,851563;2,875;0,34375;9,921875;9,429688;4,085938;6,140625
5,117188;0,539063;3,296875;0,757813;2,789063;0,640625;1,703125;0,25;9,96875;9,273438;4,132813;6,101563
5,914063;0,546875;7,570313;0,976563;1,898438;0,84375;1,914063;0,46875;9,984375;9,351563;4,085938;6,070313
5,734375;0,625;4,117188;0,679688;1,648438;0,585938;2,3125;0,367188;10;9,320313;4,085938;6,070313
6,773438;0,6875;4,914063;0,5625;2,367188;0,773438;2,421875;0,4375;10,054688;9,210938;4,054688;6,03125
12,1875;1,28125;12,625;0,921875;19,515625;1,921875;22,5;1,882813;9,9375;9,296875;4,296875;6,4375
7,710938;0,851563;12;0,695313;9;0,820313;11,1875;0,703125;9,859375;9,46875;4,484375;6,679688
3,84375;0,6875;4,820313;0,601563;2,890625;0,664063;4,296875;0,757813;9,820313;9,265625;4,5;6,765625
3,710938;0,476563;5,640625;0,570313;2,539063;0,632813;2,742188;0,515625;9,820313;9,34375;4,507813;6,671875
6,929688;0,40625;5,59375;0,695313;2,796875;0,59375;4,554688;0,375;9,914063;9,234375;4,53125;6,78125
6,265625;0,445313;8,023438;0,710938;3,046875;0,679688;2,421875;0,429688;9,96875;9,351563;4,53125;6,8125
4,296875;0,359375;3,3125;0,515625;3,71875;0,789063;2,515625;0,398438;10,09375;9,375;4,523438;6,8125
3,335938;0,46875;2,460938;0,523438;3,007813;0,679688;2,75;0,4375;10,0625;9,25;4,546875;6,851563
3,765625;0,390625;7,71875;0,703125;3,078125;0,65625;1,96875;0,328125;10,023438;9,039063;4,515625;6,835938
4,453125;0,296875;3,664063;0,46875;4,25;0,585938;4,164063;0,21875;10,132813;9,0625;4,59375;7,015625
3,609375;0,429688;7,203125;0,734375;2,460938;0,585938;2,453125;0,4375;10,132813;8,976563;4,601563;7
4,234375;0,351563;3,375;0,484375;1,726563;0,601563;2,664063;0,328125;10,078125;8,914063;4,5625;7,03125
3,921875;0,382813;3,445313;0,539063;3,085938;0,554688;3,234375;0,382813;10,09375;8,976563;4,59375;7,078125
5,5625;0,554688;4;0,601563;2,578125;0,632813;2,703125;0,515625;10,109375;8,976563;4,59375;7,09375
4,554688;0,664063;4,734375;0,960938;2,3125;0,960938;1,828125;0,5;9,984375;8,882813;4,5625;7,09375
5,1875;0,523438;3,515625;0,492188;2,734375;0,640625;2,71875;0,421875;10,054688;8,796875;4,570313;7,132813
3,625;0,726563;3,554688;0,585938;2,429688;0,695313;2,820313;0,351563;9,875;8,75;4,546875;7,164063
6,03125;0,75;3,484375;0,671875;2,390625;0,671875;2,78125;0,242188;9,835938;8,726563;4,5;7,179688
4,445313;0,757813;4,734375;0,632813;2,953125;0,710938;2,734375;0,304688;9,875;8,679688;4,5;7,25
4,015625;0,835938;3,664063;0,445313;1,789063;0,570313;1,671875;0,257813;9,757813;8,609375;4,492188;7,367188
5,359375;0,625;4,484375;0,648438;1,960938;0,6875;2,273438;0,351563;9,78125;8,554688;4,515625;7,40625
5,140625;0,617188;6,609375;0,6875;1,890625;0,796875;1,523438;0,375;9,71875;8,539063;4,460938;7,367188
3,890625;0,65625;2,8125;0,65625;2,34375;0,585938;3,289063;0,484375;9,695313;8,507813;4,46875;7,421875
6,625;0,640625;9,304688;0,640625;4,65625;0,632813;3,984375;0,40625;9,648438;8,578125;4,515625;7,46875
5,648438;0,492188;4,882813;0,703125;1,476563;0,703125;2,242188;0,46875;9,648438;8,453125;4,539063;7,46875
4,140625;0,617188;3,984375;0,648438;5,390625;0,789063;2,125;0,476563;9,648438;8,40625;4,59375;7,484375
3,648438;0,460938;5,15625;0,648438;3,375;0,679688;2,421875;0,34375;9,515625;8,25;4,609375;7,453125
4,34375;0,453125;5,875;0,695313;2,148438;0,585938;1,617188;0,242188;9,578125;8,171875;4,625;7,421875
5,789063;0,523438;4,773438;0,554688;2,40625;0,703125;2,984375;0,304688;9,640625;8,125;4,632813;7,5625
4,21875;0,546875;4,546875;0,820313;2,3125;0,617188;1,921875;0,40625;9,625;7,90625;4,632813;7,53125
5,164063;0,59375;4,359375;0,554688;2,820313;0,578125;2,320313;0,492188;9,625;7,953125;4,632813;7,546875
2,773438;0,320313;5,09375;0,75;2,757813;1,007813;2,234375;0,375;9,507813;8,007813;4,585938;7,5625
5,820313;0,8125;4,414063;0,554688;2,25;0,6875;2,445313;0,507813;9,195313;8;4,445313;7,398438
2,617188;0,476563;3,515625;0,757813;2,445313;0,75;2,046875;0,328125;9,023438;7,8125;4,304688;7,015625
4,4375;0,617188;9,078125;0,914063;1,859375;0,796875;2,492188;0,53125;9;7,90625;4,28125;7,03125
4,4375;0,53125;7,726563;0,914063;1,796875;0,820313;1,9375;0,398438;9;7,914063;4,25;7,015625
3,5;0,460938;5,671875;0,703125;2,578125;0,695313;1,78125;0,476563;8,984375;7,960938;4,257813;7,015625
3,96875;0,53125;7,28125;0,835938;1,9375;0,8125;1,648438;0,265625;8,9375;7,8125;4,25;6,960938
5,546875;0,492188;6,351563;0,53125;2,71875;0,640625;1,71875;0,421875;8,921875;7,898438;4,234375;6,960938
4,40625;0,351563;4,757813;0,484375;2,757813;0,570313;1,9375;0,296875;9,023438;7,898438;4,257813;6,945313
5,90625;0,4375;2,976563;0,578125;2,234375;0,65625;1,640625;0,453125;9,054688;7,898438;4,25;6,835938
