Kanal 1 Theta;Kanal 2 Theta;Kanal 1 Alpha;Kanal 2 Alpha;Kanal 1 Lo-Beta;Kanal 2 Lo-Beta;Kanal 1 Beta;Kanal 2 Beta;Ratio Theta Kanal 1 zu 2;Ratio Alpha Kanal 1 zu 2;Ratio Lo-Beta Kanal 1 zu 2;Ratio Beta Kanal 1 zu 2
5,039063;0,71875;4,695313;0,65625;2,257813;0,734375;1,5;0,507813;8,898438;7,789063;4,265625;6,6875
4,789063;0,570313;6,09375;0,695313;2,59375;0,695313;2,84375;0,414063;8,84375;7,828125;4,203125;6,671875
5,984375;0,609375;8;0,867188;1,546875;0,625;1,632813;0,5;8,898438;7,867188;4,171875;6,671875
2,820313;0,414063;8,421875;1,15625;2,703125;0,789063;2,84375;0,617188;8,867188;7,890625;4,195313;6,671875
3,773438;0,84375;7,203125;1,070313;2,40625;0,679688;2,859375;0,554688;8,75;7,789063;4,179688;6,601563
8,632813;0,742188;5;0,601563;3,179688;0,726563;2,226563;0,289063;8,820313;7,859375;4,21875;6,742188
4,078125;0,554688;4,992188;0,835938;1,9375;0,742188;1,59375;0,648438;8,820313;7,9375;4,179688;6,601563
7,609375;0,632813;5,703125;0,5625;3,398438;0,632813;2,828125;0,46875;8,648438;7,984375;4,179688;6,601563
5,210938;0,859375;4,4375;1;2,351563;0,679688;2,257813;0,554688;8,578125;7,882813;4,179688;6,484375
4,976563;0,632813;6,28125;0,671875;2,695313;0,671875;3,101563;0,5;8,578125;7,953125;4,195313;6,539063
6,617188;0,539063;6,789063;1,015625;2,859375;0,710938;3,125;0,492188;8,773438;7,9375;4,21875;6,609375
5,882813;0,53125;7,570313;0,953125;1,84375;0,65625;1,515625;0,304688;8,710938;7,976563;4,195313;6,59375
3,5;0,523438;1,867188;0,492188;1,796875;0,578125;1,234375;0,273438;8,671875;7,90625;4,179688;6,554688
3,101563;0,390625;4,335938;0,585938;2,476563;0,820313;1,859375;0,304688;8,734375;7,851563;4,171875;6,539063
5,546875;0,804688;4,742188;0,710938;1,984375;0,914063;2,351563;0,679688;8,601563;7,90625;4,117188;6,445313
6,859375;0,78125;2,789063;0,703125;2,539063;0,726563;1,8125;0,328125;8,5;7,8125;4,164063;6,539063
3,195313;0,492188;2,789063;0,632813;1,710938;0,703125;1,5625;0,5;8,492188;7,75;4,117188;6,523438
2,101563;0,296875;5,664063;0,664063;1,445313;0,664063;2,320313;0,335938;8,554688;7,78125;4,140625;6,523438
6,054688;0,921875;4,695313;0,695313;1,960938;0,585938;1,898438;0,515625;8,320313;7,679688;3,984375;6,320313
9,15625;0,664063;6,320313;0,71875;1,78125;0,953125;1,984375;0,570313;8,523438;7,539063;3,625;5,679688
4,46875;0,59375;7,289063;0,734375;2,21875;0,710938;1,789063;0,773438;8,554688;7,5;3,601563;5,585938
4,695313;0,460938;8,023438;1;2,539063;0,65625;2,570313;0,296875;8,5625;7,476563;3,601563;5,609375
7,375;0,515625;4,78125;0,671875;2,398438;0,554688;1,640625;0,289063;8,625;7,453125;3,601563;5,4375
4,15625;0,53125;4,007813;0,609375;1,914063;0,867188;2,9375;0,648438;8,554688;7,453125;3,570313;5,460938
7,0625;0,828125;6,101563;0,921875;2,703125;0,796875;1,960938;0,429688;8,492188;7,4375;3,554688;5,460938
5,726563;0,632813;5,640625;0,632813;1,71875;0,679688;2,335938;0,367188;8,445313;7,5;3,539063;5,4375
6,421875;0,59375;6,1875;0,796875;2,117188;0,648438;2,9375;0,40625;8,5;7,40625;3,5;5,460938
5,265625;0,664063;4,132813;0,679688;1,84375;0,53125;1,59375;0,367188;8,421875;7,390625;3,453125;5,40625
5,445313;0,90625;4,46875;0,59375;2,929688;0,6875;1,320313;0,304688;8,351563;7,359375;3,453125;5,3125
4,5;0,578125;5,460938;0,71875;4,398438;0,742188;1,992188;0,570313;8,375;7,390625;3,460938;5,195313
6,5;0,515625;5,515625;1,007813;3,125;0,65625;3,085938;0,289063;8,335938;7,351563;3,484375;5,289063
8,703125;0,34375;6,679688;0,523438;3,453125;0,625;4,523438;0,359375;8,539063;7,429688;3,5;5,367188
4,914063;0,421875;5,351563;0,6875;3,085938;0,734375;2,070313;0,351563;8,585938;7,523438;3,546875;5,367188
4,640625;0,507813;5,851563;0,679688;1,953125;0,570313;2,210938;0,359375;8,578125;7,484375;3,539063;5,367188
5,890625;1,046875;6,554688;0,859375;1,265625;0,710938;1,695313;0,71875;8,585938;7,5625;3,515625;5,3125
4,09375;0,46875;4,625;0,648438;1,820313;0,65625;1,953125;0,164063;8,539063;7,59375;3,492188;5,289063
5,304688;0,4375;4,65625;0,585938;1,507813;0,6875;1,78125;0,28125;8,6875;7,601563;3,46875;5,257813
6,34375;0,515625;5,195313;0,640625;1,4375;0,640625;1,96875;0,242188;8,898438;7,546875;3,445313;5,234375
5,273438;0,703125;6,335938;0,789063;2,234375;0,585938;2,039063;0,359375;8,78125;7,601563;3,453125;5,257813
7,195313;1,023438;6,976563;0,804688;3,421875;0,84375;2,359375;0,296875;8,734375;7,609375;3,492188;5,257813
4,367188;0,632813;4,546875;0,5625;2,570313;0,648438;2,109375;0,328125;8,75;7,648438;3,515625;5,257813
6,015625;0,5625;4,578125;0,632813;1,320313;0,625;1,492188;0,570313;8,75;7,554688;3,421875;5,109375
4,34375;0,789063;3,867188;0,757813;2,617188;0,625;1,445313;0,570313;8,664063;7,5;3,445313;5,085938
5,117188;0,679688;3,828125;0,648438;2,265625;0,640625;2,5625;0,265625;8,679688;7,515625;3,398438;5,085938
4,179688;0,6875;4,390625;0,601563;2,6875;0,664063;3,125;0,296875;8,59375;7,5;3,367188;5,125
4,382813;0,453125;4,132813;0,734375;2,0625;0,734375;3,34375;0,390625;8,609375;7,460938;3,34375;5,179688
4,09375;0,570313;4,289063;0,695313;1,734375;0,632813;2,039063;0,367188;8,578125;7,4375;3,34375;5,179688
4,078125;0,421875;5,367188;0,78125;2,851563;0,632813;1,90625;0,390625;8,578125;7,390625;3,34375;5,164063
4,03125;0,4375;4,859375;0,6875;1,179688;0,671875;2,648438;0,398438;8,65625;7,398438;3,3125;5,203125
5,664063;0,835938;5,914063;0,632813;2,859375;0,585938;2,3125;0,460938;8,59375;7,5;3,320313;5,179688
4,773438;0,515625;5,148438;0,734375;1,835938;0,6875;1,9375;0,5625;8,59375;7,453125;3,320313;5,164063
8,0625;0,523438;8,03125;0,5;2,226563;0,554688;3,84375;0,25;8,726563;7,585938;3,335938;5,234375
3,523438;0,257813;6;0,59375;1,640625;0,671875;1,84375;0,296875;8,828125;7,578125;3,328125;5,296875
5,507813;0,59375;5,429688;0,5625;2,828125;0,601563;2,742188;0,390625;8,867188;7,5625;3,351563;5,335938
4,65625;0,773438;4,945313;0,851563;1,53125;0,6875;2,203125;0,429688;8,789063;7,539063;3,367188;5,335938
7,804688;0,640625;6,726563;0,625;2,234375;0,664063;2,054688;0,46875;8,921875;7,632813;3,375;5,257813
5,375;0,804688;5,046875;0,867188;3,273438;0,679688;1,515625;0,453125;8,765625;7,5;3,390625;5,273438
6,203125;0,710938;7,945313;0,78125;3,492188;0,640625;2,703125;0,578125;8,695313;7,492188;3,421875;5,289063
6,390625;0,671875;5,390625;0,84375;3,171875;0,765625;2,125;0,210938;8,726563;7,460938;3,390625;5,3125
5,132813;0,601563;6,09375;0,796875;2,15625;0,6875;2,851563;0,414063;8,726563;7,507813;3,382813;5,351563
5,3125;0,523438;3,007813;0,546875;3,085938;0,8125;2,257813;0,390625;8,742188;7,476563;3,40625;5,351563
5,578125;0,59375;6,359375;0,71875;2,390625;0,710938;2,726563;0,53125;8,71875;7,46875;3,414063;5,382813
5,148438;0,390625;2,632813;0,492188;2,492188;0,578125;2,078125;0,4375;8,890625;7,421875;3,46875;5,46875
5,140625;0,554688;3,015625;0,570313;1,304688;0,632813;1,992188;0,382813;8,921875;7,40625;3,445313;5,414063
6,359375;0,59375;5,523438;0,6875;2,414063;0,75;1,757813;0,46875;8,921875;7,421875;3,421875;5,390625
5,335938;0,375;6,203125;0,59375;3,015625;0,617188;2,0625;0,234375;9,023438;7,507813;3,429688;5,515625
6,140625;0,734375;5,617188;0,65625;1,828125;0,570313;2,015625;0,351563;8,90625;7,507813;3,398438;5,5
6,078125;0,570313;3,554688;0,679688;1,726563;0,734375;2,289063;0,421875;9,007813;7,484375;3,390625;5,5
4,070313;0,507813;4,164063;0,679688;2,257813;0,726563;1,890625;0,476563;9,101563;7,429688;3,375;5,460938
3,484375;0,539063;2,890625;0,75;1,375;0,703125;2,070313;0,40625;9,039063;7,421875;3,34375;5,507813
6,523438;0,632813;3,773438;0,515625;2,03125;0,734375;1,429688;0,421875;8,929688;7,40625;3,351563;5,398438
6,578125;0,789063;9,039063;0,8125;2,617188;0,648438;2,476563;0,5;9;7,492188;3,367188;5,4375
5,5;0,710938;4,375;0,8125;2,507813;0,671875;1,664063;0,273438;8,945313;7,5;3,367188;5,4375
6,210938;0,429688;4,445313;0,765625;2,671875;0,78125;2,734375;0,734375;9,085938;7,492188;3,390625;5,4375
8,648438;0,828125;6,234375;0,6875;2,210938;0,765625;1,960938;0,492188;9,140625;7,570313;3,390625;5,351563
10,804688;0,765625;7,539063;0,960938;2,375;0,640625;2,296875;0,578125;9,226563;7,609375;3,398438;5,390625
7,09375;0,742188;8,039063;0,726563;3,03125;0,882813;1,703125;0,351563;9,25;7,664063;3,445313;5,351563
10,054688;0,625;5,367188;0,585938;2,382813;0,6875;1,609375;0,210938;9,484375;7,695313;3,453125;5,460938
18,773438;1,65625;21,570313;1,429688;11,835938;1,734375;14,703125;1,617188;9,484375;7,953125;3,617188;5,734375
6,6875;0,523438;4,992188;0,539063;2,21875;0,679688;1,84375;0,28125;9,546875;7,898438;3,617188;5,84375
11,59375;0,578125;9,421875;0,523438;3,382813;0,578125;1,765625;0,351563;9,75;8,03125;3,625;5,828125
14,203125;0,632813;7,492188;0,820313;2,726563;0,789063;1,546875;0,484375;9,921875;8,085938;3,632813;5,703125
4,367188;0,429688;1,953125;0,46875;0,96875;0,632813;1,632813;0,257813;9,9375;8,03125;3,617188;5,773438
4,28125;0,476563;2,546875;0,695313;1,84375;0,679688;1,789063;0,4375;9,859375;8,039063;3,59375;5,75
18,5625;0,492188;7,90625;0,53125;2,4375;0,632813;4,085938;0,25;10,351563;8,09375;3,617188;5,828125
9,640625;0,320313;5,617188;0,4375;2,6875;0,585938;3,5625;0,367188;10,4375;8,085938;3,664063;5,84375
8,070313;0,429688;8,789063;0,585938;2,335938;0,726563;3,632813;0,40625;10,640625;8,28125;3,632813;5,9375
6,78125;0,648438;2,453125;0,835938;1,695313;0,78125;2,398438;0,375;10,671875;8,140625;3,601563;5,976563
4,78125;0,617188;4,726563;0,671875;2,242188;0,742188;2,78125;0,40625;10,6875;8,132813;3,554688;6,015625
16,734375;0,523438;3,609375;0,5625;2;0,71875;1,914063;0,3125;10,984375;8,164063;3,523438;5,976563
3,265625;0,375;3,90625;0,507813;2,5;0,6875;1,320313;0,203125;10,820313;8,109375;3,5;5,960938
10,359375;0,789063;4,210938;0,773438;2,40625;0,765625;1,382813;0,4375;10,828125;8,078125;3,492188;5,804688
9,8125;0,59375;6,671875;0,617188;2,710938;0,546875;2,78125;0,21875;10,984375;8,109375;3,5;5,960938
4,742188;0,320313;4,671875;0,523438;2,171875;0,585938;1,554688;0,375;11,242188;8,148438;3,523438;5,9375
8,515625;0,648438;5,820313;0,59375;2,421875;0,65625;1,867188;0,578125;11,1875;8,171875;3,539063;5,921875
5,890625;0,710938;5,109375;0,734375;2,828125;0,65625;3,28125;0,390625;11,226563;8,195313;3,570313;5,882813
4,820313;0,515625;6,914063;0,804688;2,875;0,742188;2,34375;0,414063;11,171875;8,140625;3,617188;5,898438
4,117188;0,570313;4,671875;0,59375;2,890625;0,757813;2,03125;0,429688;11,140625;8,195313;3,585938;5,898438
13,125;0,828125;6,53125;0,726563;2,96875;0,617188;1,703125;0,28125;11,289063;8,171875;3,617188;5,867188
5,757813;0,382813;5,5625;0,585938;2,390625;0,726563;1,867188;0,492188;11,476563;8,203125;3,617188;5,757813
4,710938;0,453125;4,914063;0,679688;1,65625;0,6875;1,703125;0,4375;11,453125;8,203125;3,570313;5,867188
5,859375;0,773438;6,828125;0,734375;1,492188;0,554688;1,929688;0,257813;11,476563;8,28125;3,59375;5,898438
3,875;0,71875;3,1875;0,632813;2,273438;0,757813;1,820313;0,414063;11,4375;8,273438;3,554688;5,867188
8,625;0,453125;3,9375;0,460938;2,164063;0,585938;1,945313;0,359375;11,71875;8,257813;3,578125;5,828125
5,007813;0,5;4,117188;0,609375;2,039063;0,632813;2,109375;0,296875;11,734375;8,257813;3,578125;5,773438
3,820313;0,421875;2,5;0,484375;1,5;0,585938;2,492188;0,4375;11,734375;8,3125;3,578125;5,789063
5,15625;0,75;4,539063;0,617188;1,445313;0,9375;1,640625;0,5;11,609375;8,296875;3,507813;5,773438
6,710938;0,875;5,554688;0,890625;2,148438;0,71875;1,734375;0,351563;11,523438;8,3125;3,53125;5,734375
4,796875;0,671875;3,90625;0,570313;1,5625;0,59375;1,648438;0,390625;11,648438;8,273438;3,5;5,695313
12,148438;0,835938;6,257813;0,515625;1,929688;0,835938;2,015625;0,289063;11,710938;8,289063;3,5;5,820313
3,78125;0,515625;4,179688;0,664063;2,296875;0,664063;1,367188;0,234375;11,585938;8,195313;3,460938;5,726563
5,101563;0,5;5,6875;0,6875;1,171875;0,65625;1,945313;0,382813;11,460938;8,179688;3,484375;5,710938
4,382813;0,53125;4,320313;0,757813;2,703125;0,742188;2,414063;0,382813;11,453125;8,078125;3,445313;5,710938
5,304688;0,726563;6,476563;1,054688;2,195313;0,851563;1,398438;0,34375;11,601563;8,109375;3,460938;5,671875
5,414063;0,546875;5,71875;0,726563;1,117188;0,84375;2,195313;0,429688;11,53125;8,085938;3,398438;5,671875
5,164063;0,640625;3,453125;0,617188;1,898438;0,734375;2,617188;0,46875;11,53125;8,039063;3,367188;5,710938
2,945313;0,617188;3;0,539063;1,609375;0,710938;1,5;0,351563;11,460938;8,007813;3,335938;5,671875
12,796875;0,570313;4,835938;0,632813;1,601563;0,664063;2,125;0,367188;11,609375;7,984375;3,289063;5,671875
10,5;0,570313;6,265625;0,640625;2,476563;0,648438;2,054688;0,289063;11,90625;8,09375;3,328125;5,632813
9,34375;0,523438;4,523438;0,476563;3,664063;0,710938;2,671875;0,320313;12,03125;8,117188;3,351563;5,648438
8,289063;0,65625;5,070313;0,679688;3,132813;0,703125;1,859375;0,34375;11,96875;8,078125;3,359375;5,71875
8,382813;0,515625;9,65625;0,507813;3,265625;0,703125;2,507813;0,382813;12,0625;8,265625;3,367188;5,742188
4,320313;0,421875;4,25;0,539063;1,867188;0,679688;1,859375;0,351563;12,03125;8,289063;3,34375;5,742188
7,117188;0,8125;3,710938;0,71875;2,265625;0,703125;1,617188;0,492188;12,0625;8,242188;3,382813;5,742188
7,789063;0,679688;5,523438;0,53125;1,625;0,679688;2,023438;0,351563;11,984375;8,242188;3,351563;5,71875
3,9375;0,671875;9,289063;0,898438;3,117188;0,664063;2,164063;0,421875;12,0625;8,242188;3,34375;5,609375
3,695313;0,59375;3,273438;0,53125;1,976563;0,65625;2,132813;0,304688;11,84375;8,3125;3,390625;5,71875
3,109375;0,5;4,703125;0,578125;2,773438;0,648438;2,554688;0,375;11,820313;8,335938;3,40625;5,757813
5,53125;0,554688;6,203125;0,921875;1,882813;0,65625;1,695313;0,28125;11,898438;8,421875;3,414063;5,742188
7,523438;0,460938;5,046875;0,664063;1,882813;0,617188;2,023438;0,289063;12,085938;8,34375;3,414063;5,757813
8,5625;0,835938;5,242188;0,726563;2,929688;0,648438;2,875;0,304688;11,96875;8,359375;3,414063;5,898438
6,851563;0,476563;4,820313;0,507813;3,070313;0,679688;3,453125;0,359375;12,164063;8,359375;3,421875;6
6,5625;0,65625;12,078125;0,695313;2,59375;0,820313;2,148438;0,625;12,164063;8,546875;3,4375;5,953125
4,835938;0,3125;3,523438;0,53125;2,359375;0,617188;1,84375;0,25;12,203125;8,625;3,421875;5,953125
5,03125;0,65625;4,851563;0,742188;2,335938;0,59375;1,515625;0,328125;12,046875;8,507813;3,421875;6,054688
7,242188;0,648438;5,710938;0,625;1,492188;0,617188;1,75;0,226563;12,085938;8,460938;3,429688;6,054688
4,445313;0,75;5,265625;0,820313;1,28125;0,695313;1,492188;0,28125;11,890625;8,4375;3,398438;6,039063
4,117188;0,515625;3,671875;0,609375;2,328125;0,601563;2,804688;0,671875;11,8125;8,1875;3,25;5,78125
14,328125;0,640625;3,898438;0,585938;2,476563;0,59375;2,257813;0,296875;12,023438;8,078125;3,257813;5,78125
5,6875;0,554688;3,140625;0,632813;2,070313;0,726563;2,3125;0,382813;11,851563;7,898438;3,226563;5,828125
5,34375;0,5625;4,203125;0,484375;1,8125;0,632813;1,414063;0,351563;11,59375;7,898438;3,25;5,804688
7,34375;0,375;9,085938;0,679688;2,640625;0,59375;3,054688;0,234375;11,664063;8,078125;3,28125;5,890625
8,09375;0,570313;2,867188;0,578125;2,648438;0,710938;2,148438;0,570313;11,796875;8,09375;3,304688;5,914063
5,28125;0,671875;5,625;0,765625;3,125;0,796875;1,929688;0,4375;11,421875;7,945313;3,289063;5,804688
32,96875;2,3125;20,984375;1,796875;15,007813;2,226563;23,109375;1,695313;11,476563;8,054688;3,46875;6,3125
4,007813;0,625;5,40625;0,96875;2,484375;0,820313;1,921875;0,507813;11,21875;7,976563;3,476563;6,234375
4,65625;0,695313;2,84375;0,75;1,453125;0,6875;1,5625;0,304688;11,15625;7,976563;3,46875;6,179688
3,4375;0,40625;2,773438;0,53125;1,414063;0,609375;2,148438;0,25;11,265625;7,929688;3,460938;6,15625
5,15625;0,625;2,71875;0,554688;2,070313;0,554688;1,921875;0,257813;10,929688;7,90625;3,5;6,15625
6,15625;0,5;7,335938;0,664063;2,875;0,695313;3,09375;0,515625;10,882813;8;3,507813;6,117188
6,75;0,71875;8,445313;0,75;4,007813;0,703125;2,078125;0,625;10,78125;8,085938;3,539063;6,132813
7,1875;0,4375;4,984375;0,53125;2,765625;0,835938;1,9375;0,5625;10,859375;8,054688;3,5;6
7,570313;0,390625;6,84375;0,859375;1,585938;0,640625;1,65625;0,34375;10,929688;8,007813;3,492188;6
6,039063;0,617188;2,804688;0,539063;1,859375;0,65625;2,148438;0,570313;10,867188;7,953125;3,46875;6,015625
4,40625;0,53125;5,226563;0,71875;2,210938;0,75;1,273438;0,25;10,828125;7,9375;3,460938;6,039063
3,734375;0,554688;2,328125;0,5;2,59375;0,609375;1,664063;0,257813;10,804688;7,914063;3,445313;6,015625
4,59375;0,4375;2,851563;0,515625;2,59375;0,773438;1,570313;0,429688;10,820313;7,867188;3,445313;6
2,867188;0,523438;3,085938;0,53125;3,570313;0,804688;2,398438;0,351563;10,671875;7,875;3,460938;6,015625
10,398438;0,734375;5,242188;0,726563;2,5;0,664063;2,03125;0,257813;10,65625;7,867188;3,460938;6,015625
4,554688;0,695313;3,695313;0,65625;2,84375;0,695313;2,414063;0,390625;10,65625;7,84375;3,492188;6,179688
5,867188;0,648438;4,835938;0,578125;1,726563;0,703125;1,273438;0,507813;10,65625;7,78125;3,492188;6,015625
5,117188;0,375;3,976563;0,6875;1,296875;0,5625;2,179688;0,414063;10,820313;7,804688;3,46875;6,039063
8,757813;0,632813;2,6875;0,53125;2,28125;0,59375;2,335938;0,25;10,703125;7,773438;3,476563;6,054688
5,96875;0,757813;4,296875;0,820313;1,945313;0,710938;1,445313;0,289063;10,71875;7,679688;3,46875;6,015625
5,882813;0,578125;3,90625;0,695313;4,703125;0,851563;2,546875;0,414063;10,632813;7,71875;3,507813;6,015625
7,789063;0,75;3,460938;0,539063;2,492188;0,875;3,640625;0,304688;10,71875;7,695313;3,539063;6,234375
7,96875;0,554688;4,328125;0,664063;2,78125;0,5625;1,523438;0,25;10,882813;7,75;3,601563;6,21875
7,007813;0,734375;3,445313;0,65625;1,984375;0,75;2,71875;0,5625;10,945313;7,632813;3,570313;6,273438
5,226563;0,382813;4;0,484375;7,804688;0,71875;7,898438;0,40625;10,90625;7,585938;3,742188;6,40625
11,460938;0,695313;6,375;0,695313;3,507813;0,671875;3,820313;0,265625;11,109375;7,648438;3,773438;6,507813
3,929688;0,28125;2,789063;0,492188;3,640625;0,640625;1,828125;0,382813;11,085938;7,65625;3,828125;6,507813
10,578125;0,789063;8,476563;0,734375;2,664063;0,617188;2,859375;0,421875;11,25;7,757813;3,828125;6,507813
16,109375;0,601563;9,789063;0,703125;3,617188;0,664063;2,84375;0,335938;11,5625;7,921875;3,867188;6,585938
4,320313;0,34375;4,664063;0,5625;1,273438;0,742188;1,695313;0,265625;11,507813;7,898438;3,90625;6,695313
2,742188;0,53125;1,765625;0,5625;1,585938;0,742188;2,210938;0,390625;11,445313;7,851563;3,867188;6,679688
4,984375;0,710938;2,945313;0,515625;1,75;0,695313;1,929688;0,25;11,5;7,851563;3,851563;6,695313
16,226563;1,164063;11,328125;1,023438;8,328125;0,851563;6,101563;0,609375;11,5;7,921875;4,015625;6,71875
5,710938;0,640625;4,265625;0,421875;2,507813;0,492188;2,890625;0,5;11,375;8;4,0625;6,757813
5,078125;0,757813;6,742188;0,890625;2,828125;0,648438;1,734375;0,546875;11,1875;7,921875;4,054688;6,59375
4,296875;0,632813;3,601563;0,734375;1,984375;0,585938;1,257813;0,320313;11,125;7,914063;4,015625;6,570313
4,335938;0,515625;3,140625;0,523438;1,828125;0,585938;1,429688;0,34375;10,96875;7,726563;3,984375;6,664063
6,90625;0,53125;4,851563;0,554688;2,304688;0,539063;1,882813;0,265625;10,90625;7,757813;4;6,664063
4,703125;0,460938;4,398438;0,578125;3,117188;0,601563;2,632813;0,382813;11,023438;7,757813;4,015625;6,703125
3,6875;0,21875;3,1875;0,726563;2,210938;0,570313;2,75;0,28125;10,984375;7,710938;4,078125;6,71875
3,789063;0,585938;3,117188;0,609375;3,023438;0,6875;1,65625;0,304688;10,984375;7,546875;4,078125;6,703125
10,375;1,039063;4,71875;0,46875;2,28125;0,765625;2,414063;0,3125;11,023438;7,59375;4,03125;6,71875
8,507813;0,539063;6,578125;0,546875;2,101563;0,65625;2,320313;0,328125;11,195313;7,65625;4,015625;6,703125
5,726563;0,585938;7,75;0,476563;5,039063;0,570313;4,679688;0,453125;11,210938;7,796875;4,09375;6,835938
9,148438;0,382813;4,664063;0,5;3,304688;0,671875;2,976563;0,320313;11,234375;7,890625;4,117188;6,875
4,53125;0,578125;4,773438;0,59375;2,15625;0,625;3,1875;0,359375;11,289063;7,875;4,109375;6,898438
4,296875;0,484375;6,015625;0,742188;2,859375;0,65625;2,820313;0,398438;11,210938;7,914063;4,109375;6,859375
9,390625;0,617188;3,953125;0,453125;2,21875;0,6875;1,265625;0,265625;11,289063;7,71875;4,140625;6,9375
2,640625;0,445313;3,890625;0,632813;1,882813;0,640625;1,59375;0,273438;11,085938;7,703125;4,132813;6,9375
4,015625;0,492188;2,953125;0,710938;1,664063;0,640625;1,34375;0,296875;11,210938;7,65625;4,117188;6,914063
3,734375;0,320313;3,125;0,609375;1,953125;0,679688;1,804688;0,21875;11,109375;7,585938;4,085938;6,914063
6,914063;0,429688;6,21875;0,773438;2,742188;0,914063;1,601563;0,640625;11,335938;7,625;4,117188;6,796875
10,476563;0,734375;5,914063;0,65625;4,96875;0,609375;3,757813;0,4375;11,5;7,671875;4,1875;6,835938
4,789063;0,914063;3,679688;0,6875;2;0,78125;2,703125;0,210938;11,109375;7,671875;4,171875;7
2,851563;0,328125;3,648438;0,515625;2,132813;0,601563;2,984375;0,585938;11,148438;7,679688;4,171875;6,875
6,125;0,40625;4,03125;0,703125;1,671875;0,695313;1,78125;0,507813;11,179688;7,59375;4,164063;6,898438
4,320313;0,507813;2,328125;0,546875;1,632813;0,65625;1,789063;0,234375;11,109375;7,523438;4,09375;6,835938
7,6875;0,46875;7,75;0,75;2,664063;0,65625;1,695313;0,257813;11,101563;7,53125;4,09375;6,820313
5,164063;0,695313;3,90625;0,625;2,101563;0,765625;1,90625;0,523438;11,101563;7,601563;4,132813;6,820313
6,9375;0,46875;4,179688;0,796875;4,0625;0,757813;2,570313;0,460938;10,914063;7,328125;3,984375;6,3125
9,539063;0,625;4,742188;0,679688;2,765625;0,609375;2,320313;0,460938;11,078125;7,304688;3,984375;6,328125
7,960938;0,414063;9,789063;0,578125;3,414063;0,570313;2,671875;0,328125;11,164063;7,5625;4,03125;6,375
10,1875;0,375;2,203125;0,578125;3,328125;0,609375;4,25;0,351563;11,351563;7,5625;4,085938;6,476563
2,742188;0,570313;2,796875;0,476563;2,023438;0,679688;2,515625;0,546875;11,28125;7,5625;4,085938;6,367188
2,453125;0,710938;2,523438;0,484375;2,1875;0,710938;2,054688;0,34375;11,171875;7,4375;4,0625;6,320313
4,226563;0,445313;3,273438;0,679688;1,929688;0,765625;2,734375;0,460938;11,117188;7,296875;4,015625;6,5
6,179688;0,710938;9,421875;1,070313;4,054688;0,679688;2,8125;0,53125;11,09375;7,320313;4,039063;6,515625
9,8125;0,617188;5,25;0,539063;1,851563;0,554688;2,75;0,359375;11;7,375;4,054688;6,5625
3,835938;0,53125;2,507813;0,507813;2;0,710938;2,445313;0,414063;11,09375;7,359375;4,054688;6,578125
2,335938;0,367188;3,1875;0,523438;1,554688;0,59375;1,296875;0,234375;11,023438;7,390625;4,085938;6,578125
6,382813;0,632813;6,273438;0,625;3,59375;0,710938;2,609375;0,335938;11,09375;7,398438;4,0625;6,625
6,34375;0,742188;8,742188;0,898438;2,492188;0,710938;2,664063;0,195313;11;7,46875;4,109375;6,664063
10,617188;0,609375;9,1875;0,632813;2,570313;0,632813;3,351563;0,296875;11,226563;7,640625;4,078125;6,703125
4,195313;0,484375;3,859375;0,476563;3,320313;0,640625;3,21875;0,304688;11,046875;7,695313;4,101563;6,765625
8,453125;0,554688;6,828125;0,507813;3,929688;0,671875;3,226563;0,265625;11,328125;7,773438;4,125;6,953125
5,59375;0,742188;5,507813;0,796875;2,242188;0,757813;2,859375;0,382813;11,328125;7,796875;4,132813;7,015625
3,445313;0,492188;6,726563;0,609375;2,695313;0,734375;1,9375;0,65625;11,148438;7,875;4,171875;6,875
5,90625;0,515625;3,851563;0,757813;3,640625;0,78125;1,773438;0,375;11,171875;7,796875;4,15625;6,851563
4,78125;0,554688;6,125;0,640625;1,992188;0,648438;2,765625;0,414063;11,148438;7,960938;4,15625;6,914063
5,34375;0,757813;5,039063;0,75;2,203125;0,671875;2,875;0,515625;11,132813;7,984375;4,148438;6,9375
4,601563;0,398438;5,257813;0,703125;3,53125;0,617188;1,820313;0,335938;11,054688;7,945313;4,15625;6,851563
9,21875;0,445313;4,828125;0,609375;3,5625;0,726563;1,976563;0,34375;11,21875;7,960938;4,179688;6,734375
5,890625;0,695313;4,203125;0,492188;1,96875;0,65625;2,703125;0,320313;11,1875;8,085938;4,179688;6,890625
4,710938;0,351563;3,578125;0,445313;2,875;0,640625;4,203125;0,320313;11,164063;8,0625;4,054688;6,6875
5,351563;0,4375;5,460938;0,578125;1,875;0,625;3,234375;0,523438;10,984375;8,046875;4,015625;6,523438
3,171875;0,375;2,671875;0,585938;3,132813;0,695313;2,984375;0,460938;10,953125;8,03125;4,007813;6,585938
4,445313;0,453125;3,71875;0,460938;1,609375;0,867188;2,5625;0,320313;10,921875;7,921875;3,984375;6,726563
5,0625;0,390625;4,695313;0,828125;3;0,78125;1,742188;0,382813;10,617188;7,78125;3,914063;6,523438
8,460938;0,382813;6,046875;0,664063;6,101563;0,671875;4,585938;0,421875;10,726563;7,820313;4,078125;6,648438
10,71875;0,28125;8,125;0,625;4,570313;0,765625;3,445313;0,273438;11,125;8;4,15625;6,710938
