0;0;0;0;0;0;0;0;16777216;16777216;16777216;16777216
31,046875;27,820313;16,257813;14,851563;8,773438;8,304688;6,71875;6,640625;1,109375;1,085938;1,054688;1,007813
0,804688;0,882813;0,507813;0,234375;0,164063;0,085938;0,039063;0,0625;1,101563;1,109375;1,0625;1
0,023438;12,914063;0;5,617188;0;1,429688;0;1,023438;0,765625;0,8125;0,90625;0,875
0,34375;2,578125;1,039063;0,617188;0,28125;0,109375;0,554688;0,0625;0,726563;0,828125;0,921875;0,9375
5,242188;0,117188;5,710938;0,078125;3,039063;0,039063;2,46875;0,054688;0,835938;1,101563;1,21875;1,25
17,203125;0,007813;8,007813;0,007813;1,75;0,007813;1,679688;0,015625;1,21875;1,476563;1,398438;1,46875
28,835938;0,007813;11,796875;0,007813;2,742188;0,007813;2,421875;0,007813;1,875;2,054688;1,679688;1,78125
32,921875;2,875;7,117188;0,890625;2,171875;0,351563;1,757813;0,125;2,476563;2,296875;1,84375;1,976563
20,90625;7,78125;4,726563;1,679688;2,226563;0,554688;2,625;0,164063;2,507813;2,34375;1,953125;2,257813
5,765625;2,195313;2,3125;0,351563;2,109375;0,335938;2,28125;0,140625;2,5;2,40625;2,070313;2,5
4,84375;7,46875;4,125;0,953125;2,09375;0,3125;2,15625;0,265625;2,289063;2,484375;2,21875;2,6875
5,039063;7,671875;4,59375;0,578125;2,328125;0,367188;1,367188;0,234375;2,117188;2,617188;2,351563;2,765625
3,898438;5,945313;3,1875;1,015625;1,398438;0,484375;1,476563;0,28125;2,007813;2,648438;2,351563;2,859375
3,484375;7,734375;2,867188;0,570313;1,820313;0,359375;1,59375;0,226563;1,859375;2,703125;2,453125;2,960938
3,695313;7,117188;3,867188;1,289063;1,585938;0,382813;1,226563;0,226563;1,757813;2,710938;2,5;3
6,007813;8,796875;8,289063;1,453125;2,726563;0,421875;2,070313;0,320313;1,664063;2,867188;2,625;3,140625
4,039063;4,382813;6,984375;1,085938;1,78125;0,359375;2,773438;0,273438;1,632813;2,976563;2,671875;3,304688
3,921875;3,8125;2,515625;1,328125;1,507813;0,53125;1,070313;0,25;1,617188;2,945313;2,6875;3,359375
2,257813;4,25;3,796875;0,382813;2,453125;0,390625;1,695313;0,25;1,578125;3,015625;2,789063;3,4375
5,296875;4,984375;3,5625;0,507813;1,273438;0,40625;1,851563;0,21875;1,554688;3,078125;2,789063;3,523438
3,945313;5,5;3,398438;1,203125;1,523438;0,375;1,992188;0,265625;1,515625;3,0625;2,8125;3,648438
5,171875;3,265625;3,453125;0,90625;1,273438;0,5;1,804688;0,320313;1,515625;3,09375;2,820313;3,703125
6,445313;3,734375;4,070313;0,8125;1,78125;0,414063;2,140625;0,3125;1,523438;3,140625;2,84375;3,78125
3,476563;5,304688;3,304688;1,101563;3,492188;0,523438;2,015625;0,257813;1,492188;3,125;2,953125;3,851563
3,976563;4,960938;2,390625;1,132813;1,15625;0,304688;1,546875;0,203125;1,46875;3,09375;2,976563;3,945313
3,921875;4,023438;2,570313;1,023438;1,492188;0,390625;0,859375;0,328125;1,453125;3,09375;3,007813;3,867188
3,4375;2,695313;3,992188;0,6875;2,328125;0,460938;1,914063;0,3125;1,453125;3,132813;3,054688;3,929688
4,828125;6,171875;3,578125;0,960938;1,8125;0,453125;1,34375;0,21875;1,421875;3,140625;3,046875;3,960938
5,945313;5,140625;3,265625;0,875;1,664063;0,46875;1,554688;0,34375;1,414063;3,164063;3,070313;4,015625
4,046875;2,65625;4,585938;0,632813;1,179688;0,453125;1,890625;0,257813;1,414063;3,210938;3,054688;4,085938
3,398438;3,898438;3,015625;0,945313;1,9375;0,484375;1,851563;0,226563;1,40625;3,21875;3,09375;4,15625
5,929688;4,164063;4,828125;1,273438;2,179688;0,414063;2,492188;0,242188;1,40625;3,21875;3,140625;4,210938
2,882813;7,5625;2,28125;0,859375;1,304688;0,515625;1,960938;0,375;1,359375;3,226563;3,109375;4,289063
4,195313;5,0625;3,929688;0,9375;2,203125;0,367188;1,8125;0,367188;1,34375;3,234375;3,15625;4,289063
4,804688;4,210938;3,742188;1,171875;2,03125;0,328125;1,695313;0,234375;1,34375;3,242188;3,195313;4,289063
3,648438;6,03125;3,59375;1,039063;2,09375;0,28125;1,40625;0,21875;1,320313;3,242188;3,242188;4,328125
6;4,546875;4,4375;0,960938;1,59375;0,421875;1,320313;0,265625;1,320313;3,257813;3,265625;4,375
4,09375;3,65625;4,914063;1,390625;1,03125;0,453125;1,523438;0,1875;1,3125;3,273438;3,273438;4,4375
6,125;3,625;6,015625;0,921875;1,671875;0,539063;1,5;0,257813;1,320313;3,320313;3,257813;4,421875
5,945313;4,429688;7,546875;0,648438;1,570313;0,367188;1,71875;0,328125;1,320313;3,429688;3,25;4,421875
9,257813;3,898438;11,148438;1,101563;3,953125;0,46875;1,984375;0,484375;1,34375;3,554688;3,367188;4,4375
5,820313;2,835938;3,226563;0,953125;1,898438;0,515625;2,34375;0,21875;1,351563;3,546875;3,367188;4,546875
8,820313;3,851563;4,21875;1,164063;2,171875;0,375;1,164063;0,265625;1,367188;3,5625;3,429688;4,523438
3,539063;4,195313;3,148438;1,007813;2,617188;0,421875;1,742188;0,289063;1,359375;3,5625;3,453125;4,507813
5,257813;3,789063;2,484375;0,96875;0,976563;0,453125;1,65625;0,25;1,359375;3,523438;3,414063;4,59375
2,882813;5,0625;4,8125;0,875;2,257813;0,421875;1,539063;0,21875;1,34375;3,554688;3,476563;4,578125
4,523438;3,625;3,570313;0,804688;2,21875;0,679688;1,421875;0,1875;1,34375;3,578125;3,476563;4,648438
6,875;6,546875;2,421875;0,515625;1,757813;0,429688;1,125;0,210938;1,335938;3,59375;3,476563;4,609375
6,320313;5,679688;6,75;1,039063;2,359375;0,4375;1,1875;0,328125;1,328125;3,625;3,492188;4,585938
5,71875;5,132813;4,046875;0,953125;2,867188;0,390625;1,851563;0,265625;1,320313;3,640625;3,5625;4,6875
3,242188;5,492188;1,898438;0,671875;1,945313;0,5;1,703125;0,234375;1,304688;3,625;3,5625;4,6875
6,554688;4,609375;5,898438;0,773438;1,820313;0,390625;1,601563;0,265625;1,3125;3,695313;3,554688;4,6875
4,296875;5,53125;4,492188;0,765625;1,921875;0,46875;2,085938;0,289063;1,296875;3,726563;3,601563;4,703125
4,679688;4,390625;3,65625;0,726563;2,1875;0,375;2,046875;0,203125;1,296875;3,734375;3,601563;4,828125
6,289063;5,929688;6,15625;0,882813;2,078125;0,398438;1,804688;0,210938;1,289063;3,757813;3,617188;4,828125
5,3125;5,59375;2,960938;0,84375;2,226563;0,429688;1,03125;0,296875;1,28125;3,757813;3,664063;4,78125
4,515625;5,851563;3,335938;1,34375;1,835938;0,375;1,328125;0,320313;1,273438;3,742188;3,664063;4,765625
