0;0;0;0;0;0;0;0;16777216;16777216;16777216;16777216
6,929688;6,929688;2,65625;2,65625;1,25;1,25;0,960938;0,960938;1;1;1;1
2,875;0,203125;3,078125;0,03125;1,265625;0,007813;0,898438;0;1,085938;1,195313;1,140625;1,125
4,132813;0;4,601563;0;2,234375;0;2,851563;0;1,226563;1,5;1,414063;1,554688
6,414063;1,773438;2,8125;1,960938;2,070313;1,148438;2,34375;1,242188;1,382813;1,507813;1,460938;1,609375
5,257813;3,398438;4,054688;7,59375;2,03125;1,414063;1,21875;1,625;1,40625;1,203125;1,453125;1,453125
7,546875;4,726563;3,492188;5,070313;1,40625;2;1,117188;1,570313;1,429688;1,109375;1,34375;1,335938
8,664063;6,898438;4,15625;7,359375;1,78125;2,179688;1,4375;1,523438;1,40625;1;1,273438;1,289063
6,625;5,890625;4,890625;9,789063;1,960938;2,429688;2,09375;1,953125;1,367188;0,890625;1,210938;1,257813
6,109375;4,65625;1,5;6,328125;1,757813;1,632813;1,625;1,914063;1,359375;0,804688;1,203125;1,203125
6,929688;5,1875;4,328125;5,84375;1,726563;2,171875;1,726563;3,164063;1,351563;0,796875;1,15625;1,101563
6,859375;6,976563;5,242188;7,539063;1,53125;2,25;2,476563;1,648438;1,3125;0,789063;1,109375;1,125
5,289063;6,921875;4,0625;5,140625;2,046875;2,085938;1,632813;1,734375;1,257813;0,789063;1,101563;1,109375
5,65625;2,648438;5,179688;6,367188;2,445313;1,984375;1,554688;2,414063;1,28125;0,789063;1,109375;1,0625
5,148438;5,460938;7,507813;6,03125;2,242188;2,40625;3,078125;1,890625;1,257813;0,8125;1,09375;1,101563
9,273438;5,953125;5,71875;6,984375;2,820313;0,984375;2,914063;2,289063;1,273438;0,820313;1,148438;1,117188
4,796875;4,945313;2,539063;3,046875;3,273438;1,570313;2,203125;2,023438;1,257813;0,820313;1,195313;1,109375
5,59375;4,867188;3,476563;3,34375;1,703125;1,71875;1,609375;1,3125;1,25;0,828125;1,179688;1,117188
5,757813;6,640625;2,117188;5,867188;2,359375;2,140625;2,085938;1,671875;1,226563;0,796875;1,179688;1,125
5,875;4,90625;4,5625;4,757813;2,671875;2,265625;1,554688;3,171875;1,21875;0,804688;1,171875;1,070313
3,257813;6,960938;3,570313;2,414063;3,320313;1,882813;2,007813;1,859375;1,179688;0,820313;1,203125;1,070313
6,0625;4,859375;2,515625;2,515625;1,882813;1,898438;2,257813;1,59375;1,179688;0,820313;1,195313;1,085938
7,0625;4,085938;4,257813;5,492188;1,242188;1,757813;2,460938;2,125;1,195313;0,820313;1,171875;1,09375
6,617188;3,4375;3,203125;4,984375;1,96875;1,742188;0,914063;1,96875;1,210938;0,8125;1,171875;1,0625
6,1875;3,09375;3,070313;3,179688;2,21875;0,851563;1,734375;1,789063;1,226563;0,820313;1,195313;1,0625
6,265625;7,867188;2,125;3,601563;2,195313;2,757813;1,578125;1,695313;1,203125;0,820313;1,171875;1,054688
6,789063;7,5625;3,921875;2,601563;2,648438;1,328125;1,4375;1,320313;1,1875;0,828125;1,195313;1,054688
7,28125;4,375;3,335938;4,179688;2,726563;3,25;1,984375;2,335938;1,203125;0,828125;1,171875;1,046875
7,046875;4,507813;3,296875;3,976563;1,84375;1,882813;1,953125;1,6875;1,210938;0,828125;1,171875;1,046875
8,515625;5,460938;5,078125;5,601563;2,4375;2,71875;2,109375;2,195313;1,21875;0,835938;1,15625;1,046875
6,085938;6,921875;2,796875;3,882813;2,859375;2,21875;1,65625;2,078125;1,210938;0,828125;1,15625;1,039063
5,226563;4,664063;3,929688;4,023438;2,640625;1,960938;1,40625;1,601563;1,203125;0,835938;1,164063;1,039063
4,796875;3,601563;4,140625;2,71875;2,242188;2,523438;2,039063;3,046875;1,203125;0,84375;1,15625;1,015625
3,171875;4,898438;5,78125;4,5625;2,742188;2,984375;1,851563;2,359375;1,195313;0,859375;1,148438;1,007813
5,375;7,828125;4,171875;5,664063;2,132813;2,09375;2,820313;3,203125;1,171875;0,851563;1,140625;1
5,601563;6,023438;4,453125;6,078125;1,679688;1,4375;2,601563;2,75;1,164063;0,851563;1,140625;1
5,65625;7,765625;4,578125;2,890625;1,890625;1,65625;3,054688;1,554688;1,148438;0,859375;1,148438;1,015625
4,75;5,328125;3,78125;2,960938;2,726563;2,851563;2,070313;2,234375;1,140625;0,867188;1,132813;1,015625
5,914063;4,335938;4,109375;2,148438;2,414063;2,085938;1,265625;1,835938;1,148438;0,875;1,140625;1,007813
4,210938;4,164063;2,460938;1,867188;3,078125;2,0625;1,90625;1,640625;1,140625;0,882813;1,148438;1,015625
4;6,242188;4,046875;5,6875;1,851563;1,921875;2,578125;2,320313;1,132813;0,875;1,140625;1,015625
5,96875;2,929688;2,90625;2,492188;2,851563;1,109375;2,992188;2,429688;1,140625;0,882813;1,164063;1,015625
7,53125;6,265625;2,226563;3,125;1,820313;2,21875;1,960938;1,234375;1,148438;0,882813;1,15625;1,023438
5,96875;5,242188;2,71875;7,578125;1,476563;1,960938;1,898438;2,65625;1,140625;0,859375;1,148438;1,015625
8,21875;5,773438;3,125;5,335938;0,882813;1,75;2,242188;2,125;1,148438;0,851563;1,132813;1,015625
5,234375;4,867188;3,914063;5,007813;1,359375;1,78125;2,0625;1,90625;1,148438;0,851563;1,132813;1,015625
5,835938;5,601563;5,007813;5,53125;2,445313;2,210938;1,15625;2,304688;1,148438;0,851563;1,125;1,007813
6,710938;6,90625;3,0625;3,34375;2,203125;1,554688;1,445313;1,320313;1,140625;0,851563;1,132813;1,007813
6,039063;4,625;4,820313;2,28125;2,585938;1,9375;1,914063;2,078125;1,140625;0,867188;1,140625;1,007813
4,320313;5,460938;8,882813;4,03125;0,960938;1,96875;1,429688;2,398438;1,132813;0,890625;1,125;1
5,140625;4,53125;4,3125;5,421875;1,757813;1,757813;1,539063;2,273438;1,132813;0,882813;1,117188;0,992188
4,945313;7,414063;3,992188;6,164063;1,820313;2,398438;1,15625;1,570313;1,125;0,882813;1,117188;0,992188
5,007813;5,539063;4,515625;3,257813;3,039063;2,859375;2,023438;1,101563;1,117188;0,882813;1,117188;1
5,351563;2,804688;3,929688;4,8125;2,601563;1,820313;2,4375;1,414063;1,125;0,882813;1,117188;1,007813
